Column1,year,id,regionName,Gdp0101,Gdp0102,Gdp0103,Gdp0106,Gdp0113,Gdp0114,Gdp0115,Gdp0116,Ftec0101,Ftec0102,Ftec0103,Ifa0101,Ifa0102,Ifa0104,Pop01,Pop04,Pop05,Pop30,Tpt0101,Tpt0103,Tpt0104,ccnl1s,egdp1s,hdmsp1s,hviirs1s,vl1s,panda1s,ccnl1m,egdp1m,hdmsp1m,hviirs1m,panda1m,vl1m,e1s,e1m,viirs1s,viirs1m
732,2015,450000,广西壮族自治区,16803.12,2565.45,7717.52,6520.15,15.2677,45.9291,38.8032,35190,5109055.0,2793398.0,2315657.0,16227.7817,15654.947,,4796.0,2539.0024,2256.9976,,5117.192,117993.0,105019.0,,285276.9295,,1436250.004,238421.3252,37877398.35,,1.20246479,,8.686659734,124.9681403,0.228518986,82156131218.33186,346599.20303766266,344339.06658030604,0.2840160969575706
733,2015,120000,天津市,16538.19,208.82,7704.22,8625.15,1.2627,46.5844,52.1529,107960,11428280.0,5116293.0,6311988.0,11831.9889,11814.5712,,1547.0,268.5505,1278.3995,,1043.743,16550.0,16550.0,,240041.9616,,486985.1059,271867.2442,15872548.69,,21.10093142,,26.78985292,873.074096,4.344340229,69684508866.7263,6128861.724276741,399579.9762828518,5.494725259521311
734,2015,370000,山东省,63002.3325,4979.0794,29485.9021,28537.3509,7.903,46.8013,45.2957,64168,24060780.0,14392568.0,9668212.0,48312.437,47381.4559,,9847.0,4233.2941,5613.8659,,5434.454,263447.0,262445.0,,1093884.787,,2828543.58,716916.2177,183913057.3,,7.064302757,,12.63756529,805.6638767,0.912361596,317262987362.2208,2050363.806809819,1113035.6961533548,1.2189538882924815
735,2015,350000,福建省,25979.82,2118.1,13064.82,10796.9,8.1529,50.2883,41.5588,67966,16884593.0,11268011.0,5616582.0,21301.377,20973.981,,3839.0,1435.786,2403.214,,3200.811,104585.0,87494.0,,424428.6806,,1423871.922,436460.2863,-36489355.73,,3.516454272,,12.59473664,-224.9781965,0.781742263,120531202650.71098,1000768.3897187626,618842.1559288121,0.9538466408001104
736,2015,460000,海南省,3702.76,854.72,875.82,1972.22,23.0833,23.6532,53.2635,40818,1396696.0,374304.0,1022393.0,3451.2215,3355.4048,,911.0,408.776,502.044,,1033.42,26860.0,26302.0,,94594.53616,,417152.7059,85386.19532,-128087605.5,,2.821362316,,10.69902251,-2637.199597,0.46294764,27070208529.811638,809323.0415616562,142906.78662777954,0.6667659692985825
737,2015,430000,湖南省,28902.2139,3331.6211,12810.8214,12759.7713,11.5272,44.3247,44.1481,42754,2930180.0,1913709.0,1016471.0,25045.0778,24324.1707,,6783.0,3331.146,3451.884,,4539.567,236886.0,213512.0,,286694.2207,,1272293.553,226399.1605,72541769.4,,1.347825166,,8.902676811,259.9957185,0.235727678,82132561478.27902,386324.7923952538,312497.4797914493,0.2800027470333799
738,2015,340000,安徽省,22005.63,2456.69,10946.8273,8602.1127,11.1639,49.7456,39.0905,35997,4784453.0,3227017.0,1557436.0,24385.9684,23803.9289,,6144.0,3041.082,3102.518,,4168.814,186940.0,182877.0,,446268.8808,,1610007.686,402411.7931,119479822.9,,3.17454365,,10.68716851,621.2961247,0.6078959,127083563480.01924,904429.9561842912,555609.5879952722,0.7222830789625517
739,2015,650000,新疆维吾尔自治区,9324.8,1559.08,3596.4,4169.32,16.7197,38.5681,44.7122,40036,1966940.0,1749608.0,217332.0,10813.0306,10525.4206,,2360.0,1245.2295,1114.5005,,5867.64,178263.0,137012.0,,980400.0086,,3214099.851,365812.3444,80248904.24,,0.600722149,,8.419189255,31.82581516,0.042146189,286652355735.9084,175652.3379781046,708678.5403443902,0.0702633741212882
740,2015,230000,黑龙江省,15083.67,2633.5,4798.08,7652.09,17.4593,31.8098,50.731,39462,2101203.0,803541.0,1297662.0,10182.945,9884.2828,,3812.0,1571.0,2241.2796,,6233.763,163233.0,136325.0,,590552.1899,,1215748.969,253462.1405,167180129.5,,1.30482205,,10.35497762,213.1817755,0.093850383,173541150333.9308,383625.02439778845,497900.66203451576,0.158652007975291
741,2015,640000,宁夏回族自治区,2911.77,237.76,1379.6,1294.41,8.1655,47.3801,44.4544,43805,373926.0,296311.0,77615.0,3505.4465,3426.4227,,668.0,299.0099,368.8701,,1289.469,33240.0,33045.0,,122859.2661,,494129.5412,103710.5975,26885764.65,,2.361292226,,9.963685849,353.812421,0.396481901,35229222206.85418,677087.6236631102,167464.30314333434,0.5509397924067939
742,2015,540000,西藏自治区,1026.3911,98.04,376.187,552.1641,9.5519,36.6514,53.7967,31999,91384.0,58691.0,32693.0,1295.6783,1295.6783,,324.0,234.1007,89.8693,,786.345,78348.0,58416.0,,362225.3629,,563460.1686,25348.15418,-12844864.03,,0.300360484,,6.624073282,-7.810434276,0.00447766,104163964653.8551,86374.4912243291,43041.15323416571,0.006542873350397
743,2015,420000,湖北省,29550.1881,3309.84,13503.5569,12736.7912,11.2007,45.697,43.1022,50654,4555258.0,2921182.0,1634076.0,26563.8963,26086.4157,,5852.0,2524.9223,3326.5778,,4062.285,252980.0,240936.0,,355361.5897,,1375726.514,275041.0946,90040047.09,,1.905103241,,9.342844922,356.1059321,0.31600661,101923890547.5542,546658.7677352461,380253.7782459765,0.3759688684244813
744,2016,460000,海南省,4053.2,948.35,905.95,2198.9,23.3976,22.3515,54.251,44347,1134843.0,212580.0,922263.0,3890.4453,3747.0251,,917.0,396.3274,520.6726,,1033.4,28217.0,27732.0,,97403.98439,,412636.0824,86850.94764,-127171635.5,,2.905156494,,10.9868404,-2618.340664,0.470889248,27633336625.02048,826158.9865933075,147910.3178868159,0.690111147288881
745,2016,640000,宁夏回族自治区,3168.59,241.6,1488.44,1438.55,7.6248,46.9748,45.4003,47194,325249.0,248675.0,76574.0,3794.2466,3709.0448,,675.0,295.0425,379.9575,,1320.1,33940.0,33767.0,,126798.6907,,481053.749,123980.2144,26807769.53,,2.43700595,,10.46947081,352.7860175,0.473971921,36013773498.46839,692166.2980250308,180541.4168921968,0.5939621093952197
746,2016,340000,安徽省,24407.62,2567.72,11821.58,10018.32,10.5201,48.434,41.0459,39561,4441286.0,2844668.0,1596618.0,27033.3777,26577.3716,,6196.0,2974.6996,3221.3004,,4242.6,197588.0,194136.0,,459474.9088,,1587761.929,441763.7782,116503051.5,,3.268485025,,10.99519006,605.8168876,0.667342245,129813230332.84367,923856.4847179038,600383.4848351164,0.780488388527709
747,2016,430000,湖南省,31551.37,3578.37,13341.17,14631.83,11.3414,42.284,46.3746,46382,2624347.0,1769254.0,855093.0,28353.3256,27688.4452,,6822.0,3223.395,3598.605,,4719.8,238273.0,215904.0,,295126.7913,,1302728.49,255720.7604,73091740.52,,1.387468905,,9.100391916,261.9668606,0.26625744,83881246695.623,394550.03755254415,353450.0383026437,0.3166968953792553
748,2016,650000,新疆维吾尔自治区,9649.7,1648.97,3647.01,4353.72,17.0883,37.794,45.1177,40564,1763774.0,1558216.0,205558.0,10287.5299,9983.862,,2398.0,1238.567,1159.433,,5869.0,182085.0,144113.0,,1009464.804,,2826290.125,405065.2824,77942716.06,,0.61853107,,8.900888298,30.9112068,0.046668622,292531763348.8553,179255.07025110166,719575.1720271115,0.0713437428145646
749,2016,230000,黑龙江省,15386.09,2670.46,4400.69,8314.94,17.3563,28.6017,54.0419,40432,1653918.0,503553.0,1150365.0,10648.3499,10432.5545,,3799.0,1549.992,2249.008,,6233.8,164502.0,138512.0,,607151.873,,1124133.125,291682.4587,166091022.5,,1.341498965,,10.85641802,211.7929873,0.108002364,177006843138.4645,391286.1842099493,511522.40152700944,0.1629924647920578
750,2016,540000,西藏自治区,1151.41,115.78,429.17,606.46,10.0555,37.2734,52.6711,35184,78192.0,47172.0,31020.0,1596.0488,1596.0488,,331.0,233.1564,97.8436,,786.3,82096.0,71356.0,,372898.2092,,355544.9725,27172.96575,-11941110.46,,0.309210503,,6.954576392,-7.260898848,0.004800006,106266741147.40828,88118.14845159274,46073.02489178118,0.0070037613791752
751,2016,420000,湖北省,32665.38,3659.33,14654.38,14351.67,11.2025,44.8621,43.9354,55665,3938877.0,2603934.0,1334943.0,30011.6538,29503.8751,,5885.0,2465.815,3419.185,,4138.2,260179.0,249819.0,,365681.1122,,1342386.698,286068.8758,88987848.61,,1.960426485,,9.45088216,351.9445158,0.328676905,104046944943.805,558045.5612912461,391079.8983664362,0.3866729938374937
752,2016,320000,江苏省,77388.28,4077.18,34619.5,38691.6,5.2685,44.7348,49.9967,96887,50929641.0,31905309.0,19024332.0,49663.2102,49370.8521,,7999.0,2582.0772,5416.9228,,2767.4,157304.0,154405.0,,1346053.778,,2660489.302,1277049.362,162457516.2,,13.26861943,,19.11497279,1128.590367,2.577262185,388257450555.2731,3828988.4873757577,1662455.9110965217,2.8872241917647936
753,2016,310000,上海市,28178.65,109.47,8406.28,19662.9,0.3885,29.8321,69.7794,116562,43376819.0,18335213.0,25041606.0,6755.8846,6751.6768,,2420.0,292.82,2127.18,,465.1,13292.0,13292.0,,274961.2591,,460684.9647,431408.2571,9284628.039,,42.74574636,,42.43536369,853.1494473,11.51556776,79400820014.847,12403528.05194026,553960.7363683584,12.724745937348535
754,2016,530000,云南省,14788.42,2195.11,5690.16,6903.15,14.8434,38.4771,46.6794,31093,1990236.0,1149031.0,841205.0,16119.4004,15662.4894,,4771.0,2622.6187,2148.3813,,3651.5,238052.0,200898.0,,438505.7712,,1747851.733,281565.7023,77285020.2,,1.139515487,,8.238587584,156.5984323,0.165740693,126183084017.28812,327991.098848354,399331.082269256,0.2022842210373241
755,2016,440000,广东省,80854.91,3694.37,35109.66,42050.88,4.5691,43.423,52.0078,74016,95529801.0,59860199.0,35669602.0,33303.6406,32947.3005,,10999.0,3387.692,7611.308,,4157.9,218085.0,204614.0,,1320464.586,,2764135.353,1056347.625,52522024.91,,7.483255595,,15.08309742,227.439392,1.328873582,380569978193.5158,2160492.3291239417,1430283.297935863,1.5483792258915816
756,2016,220000,吉林省,14776.8,1498.52,7004.95,6273.33,10.141,47.4051,42.4539,53868,1845289.0,420201.0,1425088.0,13923.1955,13773.1688,,2733.0,1203.3399,1529.6601,,5052.7,102484.0,97158.0,,335495.1316,,1336008.616,216154.1163,101352032.4,,1.755929017,,8.668205237,330.1317811,0.20453884,96517972646.70476,505587.1593806936,354230.48118325626,0.2884546162138872
757,2016,110000,北京市,25669.13,129.79,4944.44,20594.9,0.5056,19.2622,80.2322,118198,28234896.0,5202284.0,23032612.0,7943.8925,7888.6881,,2173.0,293.355,1879.645,,1264.3,22026.0,22026.0,,301170.9924,,506010.7137,346521.925,48028477.66,,18.33725428,,24.33388407,1922.458441,4.029353372,86161009008.34366,5246044.178097048,425585.3367442636,4.258637013000781
758,2016,360000,江西省,18499.0,1904.53,8829.54,7764.93,10.2953,47.7298,41.9749,40400,4002841.0,2979840.0,1023001.0,19694.2104,19378.6876,,4592.0,2153.648,2438.352,,4010.5,161909.0,134025.0,,247898.1441,,900687.4078,161044.967,60327567.69,,1.479404951,,9.141051086,274.4504781,0.212839698,70593795374.19867,421810.3042676592,231747.3733261888,0.2635723059832091
759,2016,210000,辽宁省,22246.9,2173.06,8606.54,11467.3,9.7679,38.6865,51.5456,50791,8655690.0,4306276.0,4349413.0,6692.2461,6436.3272,,4378.0,1428.5414,2949.4586,,5558.9,120613.0,107959.0,,539375.4459,,1839818.255,462646.8051,42148266.9,,3.734651597,,10.58363898,183.8245098,0.58617323,155691094376.89175,1079675.1400531195,739105.2142502287,0.8058650225997186
760,2016,520000,贵州省,11776.73,1846.19,4669.53,5261.01,15.6766,39.6505,44.6729,33246,569962.0,474279.0,95682.0,13203.996,12929.1694,,3555.0,1985.4675,1569.5325,,3269.5,191626.0,132264.0,,190213.0763,,1370038.965,245132.2299,40830704.72,,1.076041099,,9.2017132,177.367791,0.30934535,52588932699.65447,297595.1950444752,350901.15135782404,0.3810729617622558
761,2016,610000,陕西省,19399.59,1693.85,9490.72,8215.02,8.7314,48.9223,42.3464,51015,2994722.0,1583756.0,1410966.0,20825.2532,20474.8521,,3813.0,1702.8858,2110.1142,,4632.6,172471.0,156844.0,,485686.0009,,1675440.173,386423.2966,108358488.8,,2.357803346,,10.02623759,369.7273121,0.383035236,139056315258.40872,675096.5726483024,575776.4420085462,0.4911433811394762
762,2016,150000,内蒙古自治区,18128.1,1637.39,8553.63,7937.08,9.0323,47.1844,43.7833,72064,1164030.0,439599.0,724431.0,15080.0136,14893.9635,,2520.0,978.012,1541.988,,12338.8,196061.0,188340.0,,801754.7916,,2274066.071,293743.0618,97429644.12,,0.69940215,,8.17883563,52.4209132,0.04591338,233952879398.5308,204099.98534003983,528986.098467865,0.0711534307620677
763,2016,630000,青海省,2572.49,221.19,1249.98,1101.32,8.5983,48.5903,42.8114,43531,152920.0,137006.0,15914.0,3528.0548,3455.5124,,593.0,286.8341,306.1659,,2349.2,78585.0,69956.0,,262726.8996,,520653.9216,61897.3196,18742490.84,,0.376325161,,7.747035054,18.75966351,0.017998175,77173020014.48357,110544.69273581724,105052.28967958305,0.0262870556986502
764,2016,410000,河南省,40471.79,4286.21,19275.82,16909.76,10.5906,47.6278,41.7816,42575,7121310.0,4280551.0,2840759.0,40415.0896,39753.9281,,9532.0,4908.98,4623.02,,5570.8,267441.0,230288.0,,673010.5985,,2073354.357,487142.9474,191404319.1,,4.05293079,,10.59634726,823.3202613,0.608737335,192288219100.81403,1158288.1733320833,698426.5342121708,0.7510588156592672
765,2016,350000,福建省,28810.58,2363.22,14093.47,12353.89,8.2026,48.9177,42.8797,74707,15682619.0,10367798.0,5314821.0,23237.3508,22927.9901,,3874.0,1410.136,2463.864,,3201.0,106757.0,89829.0,,436572.2999,,1423236.592,425598.0572,-37412989.33,,3.617065951,,12.63839077,-230.6729373,0.762286968,123023734191.07169,1021463.8338951448,620759.2049442464,0.9568014665922816
766,2016,370000,山东省,68024.49,4929.13,31343.67,31751.69,7.2461,46.077,46.6769,68733,23435585.0,13709609.0,9725976.0,53322.9388,52364.4936,,9947.0,4076.2806,5870.7194,,5452.3,265720.0,264752.0,,1124712.367,,2826027.365,758369.433,181460059.5,,7.263387124,,12.7679222,794.9180833,0.965115768,323734827030.97546,2092189.126336111,1163309.0764275398,1.2740113609095869
767,2016,130000,河北省,32070.45,3492.81,15256.93,13320.71,10.8911,47.5732,41.5358,43062,4667538.0,3057554.0,1609984.0,31750.0152,31340.0673,,7470.0,3486.996,3983.004,,6956.0,188431.0,182626.0,,777330.5464,,2377457.518,495453.7081,168980398.7,,4.141735999,,10.918629,593.8130726,0.505790005,224819443962.50275,1198191.5779591654,815623.0217089256,0.7165328581986056
768,2016,140000,山西省,13050.41,784.78,5028.99,7236.64,6.0135,38.5351,55.4514,35532,1666141.0,993219.0,672922.0,14197.982,13859.351,,3682.0,1612.3478,2069.6522,,5293.4,142066.0,139110.0,,566653.4333,,1573773.914,322106.637,126790538.3,,3.60808134,,9.736368648,550.4484807,0.406243579,164423962179.70886,1047397.3626936008,495900.4888304441,0.5382218524405485
769,2016,620000,甘肃省,7200.37,983.39,2515.56,3701.42,13.6575,34.9365,51.406,27643,683298.0,406256.0,277042.0,9663.9924,9534.1023,,2610.0,1443.591,1166.409,,4102.1,143039.0,125085.0,,316503.5778,,1359648.557,167954.4325,57556977.43,,0.742594977,,8.046255696,91.63372316,0.077679408,91242891364.5698,214127.9266093102,280419.8388836681,0.1116099798443149
770,2016,330000,浙江省,47251.36,1965.18,21194.61,24091.57,4.159,44.855,50.986,84916,33657591.0,26786375.0,6871216.0,30276.072,29571.0019,,5590.0,1844.7,3745.3,,2576.9,119053.0,116869.0,,770681.5569,,2048353.412,830001.3321,8026878.165,,7.606124205,,18.26283498,56.03330187,1.68310151,219732124425.09708,2172965.791516209,1162445.6296191243,2.02852873223838
771,2016,500000,重庆市,17740.59,1303.24,7898.92,8538.43,7.3461,44.5246,48.1293,58502,6275364.0,4065438.0,2209926.0,16048.0951,15931.7829,,3048.0,1139.952,1908.048,,2102.1,142921.0,115955.0,,160956.0865,,703309.4902,194774.7032,36343006.4,,1.947233441,,10.98749466,327.4410213,0.509795608,45113858755.51425,545909.2203033846,246076.8080804172,0.5542603047607928
772,2016,450000,广西壮族自治区,18317.64,2796.8,8273.66,7247.18,15.2683,45.1677,39.5639,38027,4762743.0,2292641.0,2470102.0,18236.7817,17652.9486,,4838.0,2511.8896,2326.1104,,5192.1,120547.0,108947.0,,293970.8045,,1380293.153,252157.407,36847435.81,,1.23911016,,8.947194623,121.5700056,0.241684568,83953243564.86543,354180.8369077187,372407.5488674151,0.3071674078613196
773,2016,120000,天津市,17885.39,220.22,7571.35,10093.82,1.2313,42.3326,56.4361,115053,10265595.0,4427869.0,5837725.0,12779.3878,12756.3593,,1562.0,266.6334,1295.3666,,1060.9,16764.0,16764.0,,246834.5188,,486273.1451,285702.4058,16160520.3,,21.69803237,,26.75975029,888.9140569,4.565421108,71122175977.38469,6255306.798943442,403360.59723230265,5.546713533860958
774,2016,510000,四川省,32934.54,3929.33,13448.92,15556.29,11.9307,40.8353,47.234,40003,4930625.0,2794762.0,2135863.0,28811.9544,28229.7872,,8262.0,4196.2698,4065.7302,,4622.7,324138.0,279200.0,,492040.0464,,2056446.455,493159.9072,98149457.26,,1.008943694,,9.785792862,148.9591845,0.217432422,139932545229.96698,287016.74407540966,623889.1663326514,0.2367137027208356
775,2017,340000,安徽省,27018.0,2582.2659,12838.2785,11597.4508,9.5576,47.5175,42.9249,43401,5402163.0,3059612.0,2342551.0,29275.0615,28816.3736,,6255.0,2909.2005,3345.7995,,4274.612,203285.0,201081.0,,469722.5192,,2080723.906,548394.8321,114123123.4,,3.34138163,,11.52840761,593.4412404,0.828422466,131947707129.76524,939047.1569264284,730053.29303978,0.949056948794068
776,2017,460000,海南省,4462.54,962.84,996.35,2503.35,21.5761,22.327,56.097,48430,1037406.0,436591.0,600815.0,4244.4012,4125.3963,,926.0,388.5496,537.4504,,1033.42,30684.0,30232.0,,100226.6367,,524450.8353,104782.5601,-127801064.4,,2.989344494,,11.312704,-2631.299995,0.568111025,28087479558.482544,839736.5820450927,170583.2000309018,0.7958969297301979
777,2017,650000,新疆维吾尔自治区,10881.96,1551.84,4330.89,4999.23,14.2607,39.7988,45.9405,44941,2056853.0,1763334.0,293520.0,12089.1177,11795.6405,,2445.0,1237.659,1207.341,,5946.905,185338.0,148554.0,,1030701.42,,14500000.0,482890.3474,72808006.77,,0.631543418,,7.402751578,28.87483869,0.05563505,296835990588.9522,181892.5771921177,828332.4866392603,0.0821267077979639
778,2017,230000,黑龙江省,15902.6817,2965.25,4060.6017,8876.83,18.6462,25.5341,55.8197,41916,1895120.0,520925.0,1374194.0,11291.9794,11079.6526,,3789.0,1538.2122,2250.4878,,6232.246,165989.0,140698.0,,619431.1759,,1459489.561,326555.7335,157094914.7,,1.368630022,,10.17853448,200.3214912,0.120915023,179575533478.11014,396964.4564371459,553464.9624834731,0.1763571216860221
779,2017,420000,湖北省,35478.09,3528.96,15441.75,16507.38,9.9469,43.5248,46.5284,60199,4633719.0,3048623.0,1585096.0,32282.361,31872.5708,,5902.0,2402.114,3499.886,,4215.544,269484.0,259591.0,,373625.7199,,1934343.973,348929.3858,82523283.51,,2.003017745,,9.345591697,326.377337,0.400900064,105712259042.10768,566977.3097555136,479096.46270191576,0.4736977388603157
780,2017,640000,宁夏回族自治区,3443.56,250.62,1580.57,1612.37,7.2779,45.8993,46.8228,50765,503952.0,365107.0,138845.0,3728.3788,3640.1215,,682.0,286.5764,395.4236,,1352.104,34561.0,34432.0,,129754.095,,651863.0039,143297.4388,25868043.04,,2.49380731,,10.12382988,340.4193652,0.547820978,36596660035.181526,703369.0789916663,211527.8951990524,0.6959043359196676
781,2017,430000,湖南省,33902.96,2998.4,14145.49,16759.07,8.8441,41.7235,49.4325,49558,3603330.0,2317084.0,1286246.0,31959.2273,31328.0788,,6860.0,3113.1361,3747.0139,,4744.519,239724.0,217251.0,,301764.6085,,2041734.122,307542.4825,68636286.98,,1.418675035,,8.781455733,245.9981455,0.320214417,85310889866.23615,401274.6129358711,414820.1710560551,0.3716855172658264
782,2017,370000,山东省,72634.1491,4832.7119,32942.8429,34858.6,6.6535,45.3545,47.992,72807,26455096.0,14703746.0,11751349.0,55202.7222,54236.0344,,10006.0,3944.2982,6061.5318,,5726.402,270590.0,269698.0,,1147947.708,,3309763.631,950486.6983,190771193.1,,7.413440847,,14.50683094,835.7071609,1.209607957,328663991539.8086,2124044.656004891,1405777.4584174445,1.539553407796337
783,2017,530000,云南省,16376.34,2338.37,6204.97,7833.0,14.279,37.8898,47.8312,34221,2345111.0,1146651.0,1198460.0,18935.9862,18474.8903,,4800.0,2559.1466,2241.3535,,3681.668,242546.0,208526.0,,447870.6566,,2666258.631,327910.3462,70878718.98,,1.163851385,,7.931271906,143.6176926,0.193020981,128115146374.94014,333013.1607250714,487962.4270580975,0.2471811081972686
784,2017,350000,福建省,32182.09,2215.13,15354.29,14612.67,6.8831,47.7107,45.4062,82677,17102004.0,10491667.0,6610337.0,26416.2773,26110.3418,,3911.0,1376.672,2534.328,,3191.413,108012.0,91297.0,,445896.5119,,1822610.694,554366.5789,-38769450.93,,3.694318424,,12.51352484,-239.0363155,0.992923749,124981248704.74625,1037717.0414017378,783019.3776200218,1.2068996849499822
785,2017,440000,广东省,89705.23,3611.44,38008.06,48085.73,4.0259,42.3699,53.6042,80932,100667837.0,62286837.0,38381001.0,37761.7454,37403.9119,,11169.0,3367.4535,7801.5465,,4200.704,219580.0,206461.0,,1347371.913,,3307046.62,1263168.019,50604653.67,,7.63574314,,14.98327781,219.13648,1.589051341,386227657125.57495,2192610.9213244654,1672895.665233675,1.8110236614453243
786,2017,310000,上海市,30632.99,110.78,9330.67,21191.54,0.3616,30.4595,69.1788,126634,47619665.0,19364290.0,28255375.0,7246.6031,7240.9479,,2418.0,297.414,2120.586,,465.095,13322.0,13322.0,,280603.3795,,478928.0,474556.4073,9129375.647,,43.62287591,,44.0096,838.8835562,12.66732005,80618142050.55171,12593690.924506124,609642.7226905051,14.003788083694964
787,2017,330000,浙江省,51768.26,1933.92,22232.08,27602.26,3.7357,42.9454,53.3189,92057,37790747.0,28679328.0,9111420.0,31696.0276,31125.9901,,5657.0,1810.24,3846.76,,2623.97,120101.0,118848.0,,787273.1818,,2468508.608,1010843.666,5375602.694,,7.76987272,,18.29903183,37.52551893,2.049818999,223302184255.1698,2208270.67879526,1384203.3844791232,2.415507672042706
788,2017,220000,吉林省,14944.53,1095.36,6998.51,6850.66,7.3295,46.8299,45.8406,54838,1854297.0,441936.0,1412361.0,13283.887,13130.9042,,2717.0,1177.8195,1539.1805,,5044.126,103896.0,98908.0,,342427.9046,,1990153.522,262257.2859,95718185.44,,1.792214066,,8.740754913,311.7807735,0.248164606,97980501720.0667,513248.2809255832,411680.9878843896,0.3352373318243927
789,2017,520000,贵州省,13540.8256,2032.2737,5428.1389,6080.42,15.0085,40.0872,44.9043,37956,816231.0,579371.0,236860.0,15503.8556,15288.0106,,3580.0,1932.484,1647.516,,3284.548,194379.0,148839.0,,195498.8852,,1956861.471,280584.3942,37746928.67,,1.105943079,,9.139471745,163.9719276,0.354084315,53589019168.80708,303254.57835138857,395470.0566916968,0.4294740704287856
790,2017,210000,辽宁省,23409.24,1902.28,9199.8,12307.16,8.1262,39.2999,52.5739,53527,9959508.0,4486592.0,5472917.0,6676.7399,6444.749,,4369.0,1420.3619,2948.6381,,5914.66,122705.0,111358.0,,550212.6604,,2352983.125,519759.6389,40572889.51,,3.809688792,,10.45730782,176.9536941,0.658535157,157968692717.72507,1095469.6613612624,790472.8459878921,0.8618724447001822
791,2017,360000,江西省,20006.31,1835.26,9627.98,8543.07,9.1734,48.1247,42.7019,43424,4433898.0,3248826.0,1185072.0,22085.339,21770.4331,,4622.0,2098.388,2523.612,,4280.462,162285.0,134863.0,,253373.835,,1542425.961,207393.781,55461702.66,,1.512082744,,8.681790853,252.3140149,0.274095059,71746579733.9948,428698.3929301697,292801.4429892669,0.3330106849378088
792,2017,540000,西藏自治区,1310.92,122.72,513.65,674.55,9.3614,39.1824,51.4562,39267,86345.0,43329.0,43016.0,1975.6006,1975.6006,,337.0,232.9007,104.0993,,785.085,89343.0,77911.0,,380926.8439,,5589437.282,31585.18028,-12357461.95,,0.315867918,,6.563537735,-7.514065085,0.005579408,107816642329.48972,89403.35227899258,56151.41368839603,0.0085358211990772
793,2017,320000,江苏省,85869.76,4045.16,38654.87,43169.73,4.7108,45.0157,50.2735,107150,59077814.0,36302623.0,22775191.0,53277.0346,53000.2139,,8029.0,2508.3533,5520.9467,,2816.437,158475.0,155803.0,,1373835.339,,3004672.706,1481542.605,162665402.1,,13.54247398,,20.93723899,1130.034548,2.989957824,394191600927.0968,3887510.9791491255,1885488.102454049,3.274569163821848
794,2017,610000,陕西省,21898.81,1741.45,10882.88,9274.48,7.9523,49.6962,42.3515,57266,4020280.0,2454381.0,1565899.0,23819.3779,23468.2076,,3835.0,1657.1035,2177.8965,,4972.139,174395.0,159026.0,,496365.0517,,2266396.082,449836.4022,100384971.7,,2.409645692,,9.730787856,342.5210722,0.445892352,141235304089.02347,685675.2212242652,669310.5266133355,0.570928942362386
795,2017,150000,内蒙古自治区,16096.21,1649.77,6399.68,8046.76,10.2494,39.7589,49.9916,63764,1387352.0,487796.0,899556.0,14013.1608,13827.8549,,2529.0,960.5142,1568.4858,,12674.69,199423.0,192222.0,,818562.8481,,4206646.482,338495.8805,89268563.22,,0.714064477,,7.621973354,48.02993633,0.052908449,237367069374.4116,207078.51728124477,602477.3408331925,0.0810386697889631
796,2017,410000,河南省,44552.83,4139.29,21105.52,19308.02,9.2907,47.3719,43.3374,46674,7763009.0,4703096.0,3059913.0,44496.9341,43890.3572,,9559.0,4764.2704,4794.8596,,5414.671,267805.0,232813.0,,687215.0913,,2608656.016,611403.0854,192821975.9,,4.138471533,,11.58993395,829.418272,0.764013698,195288938261.4828,1176363.630744642,868372.3814592186,0.9338115040340816
797,2017,630000,青海省,2624.83,238.41,1162.41,1224.01,9.0829,44.2852,46.632,44047,65575.0,42417.0,23158.0,3883.5539,3819.8617,,598.0,280.6414,317.3586,,2349.491,80895.0,68470.0,,267989.9433,,3186626.965,68015.70655,17950885.73,,0.383863848,,6.609679845,17.9673331,0.019777247,78261141882.96344,112103.34752978096,113670.8361263791,0.0284436599114603
798,2017,130000,河北省,34016.32,3129.98,15846.21,15040.13,9.2014,46.5841,44.2145,45387,4985554.0,3135740.0,1849814.0,33406.8021,33012.2314,,7520.0,3383.032,4136.488,,7162.016,191693.0,186266.0,,793221.6652,,3016068.737,615976.4643,174489771.6,,4.22640631,,11.35793772,613.1735291,0.628827141,228184596241.7018,1216126.4017823164,982325.1841865216,0.862982349898446
799,2017,140000,山西省,15528.42,719.16,6778.89,8030.37,4.6313,43.6547,51.714,42060,1718688.0,1019561.0,699126.0,6040.5394,5722.1585,,3702.0,1579.2732,2122.7268,,5316.823,142855.0,140201.0,,578210.644,,2053007.051,383651.8977,118346499.7,,3.681670157,,9.834924317,513.7895289,0.483864975,166848649769.64078,1062842.8692571449,594824.8187819658,0.6455886272616814
800,2017,620000,甘肃省,7459.8995,859.7523,2561.7919,4038.3554,11.525,34.3408,54.1342,28497,482633.0,170979.0,311654.0,5827.7507,5696.3491,,2626.0,1407.7986,1218.2014,,4663.824,142252.0,124788.0,,323451.0717,,2555911.357,181491.5807,53175615.83,,0.758895501,,7.537893064,84.65836598,0.083940378,92644021391.3404,217416.08487627795,317730.7705844055,0.126460114384259
